ANIO,ID_MES,TRANSPORTE,VARIABLE,ID_ENTIDAD,ID_MUNICIPIO,VALOR
2006,"	08",Sistema de Transporte Colectivo Metro,Pasajeros transportados,Ciudad de México,"	999",127700000
2006,"	09",Sistema de Transporte Colectivo Metro,Pasajeros transportados,Ciudad de México,"	999",120900000
2006,"	10",Sistema de Transporte Colectivo Metro,Pasajeros transportados,Ciudad de México,"	999",125600000
2006,"	11",Sistema de Transporte Colectivo Metro,Pasajeros transportados,Ciudad de México,"	999",117800000
2006,"	12",Sistema de Transporte Colectivo Metro,Pasajeros transportados,Ciudad de México,"	999",112600000
2007,"	01",Sistema de Transporte Colectivo Metro,Pasajeros transportados,Ciudad de México,"	999",111900000
2007,"	02",Sistema de Transporte Colectivo Metro,Pasajeros transportados,Ciudad de México,"	999",104600000
2007,"	03",Sistema de Transporte Colectivo Metro,Pasajeros transportados,Ciudad de México,"	999",115200000
2007,"	04",Sistema de Transporte Colectivo Metro,Pasajeros transportados,Ciudad de México,"	999",102500000
2007,"	05",Sistema de Transporte Colectivo Metro,Pasajeros transportados,Ciudad de México,"	999",115300000
2007,"	06",Sistema de Transporte Colectivo Metro,Pasajeros transportados,Ciudad de México,"	999",112200000
2007,"	07",Sistema de Transporte Colectivo Metro,Pasajeros transportados,Ciudad de México,"	999",110500000
2007,"	08",Sistema de Transporte Colectivo Metro,Pasajeros transportados,Ciudad de México,"	999",119100000
2007,"	09",Sistema de Transporte Colectivo Metro,Pasajeros transportados,Ciudad de México,"	999",112500000
2007,"	10",Sistema de Transporte Colectivo Metro,Pasajeros transportados,Ciudad de México,"	999",123900000
2007,"	11",Sistema de Transporte Colectivo Metro,Pasajeros transportados,Ciudad de México,"	999",112400000
2007,"	12",Sistema de Transporte Colectivo Metro,Pasajeros transportados,Ciudad de México,"	999",111600000
